,name,protein,unit protein,carb,unit carb,lipid,unit lip,searched
1411,unsweetened raspberry,1.15,G,12.6,G,0.81,G,1
1412,yolk-free egg noodle,33.6,G,0.66,G,59.1,G,1
1413,onion soup base,12.5,G,50.0,G,6.25,G,1
1414,apricot jam,0.0,G,64.3,G,0.0,G,1
1415,thin pizza crust,6.38,G,48.9,G,8.51,G,1
1416,puff pastry shell,7.4,G,45.7,G,38.5,G,1
1417,yellow bean sauce,1.45,G,6.25,G,2.7,G,1
1418,macintosh toffee bar,5.1,G,65.4,G,24.7,G,1
1419,canned plum tomato,0.52,G,13.5,G,0.23,G,1
1420,fresh corn kernel,3.17,G,18.1,G,4.21,G,1
1421,mushroom beef gravy,1.26,G,5.47,G,2.71,G,1
1422,fresh lotus root,1.54,G,15.5,G,2.6,G,1
1423,deli corned beef,18.6,G,0.64,G,3.69,G,1
1424,green maraschino cherry,0.22,G,42.0,G,0.21,G,1
1425,dried calimyrna fig,3.3,G,63.9,G,0.92,G,1
1426,unsweetened dutch cocoa,4.5,G,69.4,G,15.0,G,1
1427,tangerine juice concentrate,0.5,G,10.1,G,0.2,G,1
1428,ohydrate baking mix,5.5,G,35.5,G,12.7,G,1
1429,dried cranberry bean,0.17,G,82.8,G,1.09,G,1
1430,fresh grape leaf,1.76,G,0.0,G,94.2,G,1
1431,soya sauce,0.0,G,6.67,G,0.0,G,1
1432,apple juice,0.42,G,14.6,G,0.0,G,1
1433,white rice,3.2,G,32.0,G,2.0,G,1
1434,breaded fish fillet,13.8,G,17.4,G,12.2,G,1
1435,whole grain fettuccine,9.26,G,38.6,G,19.0,G,1
1436,roasted sichuan peppercorn,1.2,G,3.5,G,61.4,G,1
1437,black greek olive,0.84,G,6.04,G,10.9,G,1
1438,canned pumpkin puree,1.08,G,7.86,G,2.82,G,1
1439,"grapefruit, juice of",0.5,G,9.2,G,0.1,G,1
1440,dry chili pepper,10.8,G,56.6,G,7.3,G,1
1441,chili bean sauce,6.12,G,13.2,G,3.76,G,1
1442,food coloring paste,9.0,G,47.8,G,27.7,G,1
1443,beef tenderloin steak,22.4,G,0.0,G,5.29,G,1
1444,condensed beef consomme,2.52,G,0.32,G,0.0,G,1
1445,sweet green pepper,0.86,G,4.64,G,0.17,G,1
1446,x-rated fusion liqueur,0.0,G,41.6,G,0.3,G,1
1447,braggs amino acid,11.7,G,73.4,G,0.54,G,1
1448,double-acting baking powder,0.0,G,0.0,G,0.0,G,1
1449,fresh white mushroom,3.74,G,3.94,G,4.04,G,1
1450,biscuit,8.0,G,33.3,G,20.0,G,1
1451,lean salt pork,5.05,G,0.0,G,80.5,G,1
1452,coco pops cereal,3.41,G,86.8,G,4.61,G,1
1453,fresh tarragon sprig,0.0,G,0.0,G,0.0,G,1
1454,mango ice cream,4.17,G,31.9,G,13.9,G,1
1455,poppy seed roll,0.92,G,23.7,G,33.3,G,1
1456,canned pineapple chunk,0.4,G,15.6,G,0.11,G,1
1457,oxo beef cube,17.3,G,16.1,G,4.0,G,1
1458,unsweetened yogurt,0.17,G,11.3,G,0.1,G,1
1459,green jalapeno pepper,8.98,G,16.4,G,15.6,G,1
1460,fresh large mushroom,3.74,G,3.94,G,4.04,G,1
1461,dried funghi porcini,19.0,G,1.8,G,19.0,G,1
1462,white mustard seed,26.1,G,28.1,G,36.2,G,1
1463,crab boil seasoning,4.12,G,8.58,G,16.3,G,1
1464,red chili oil,1.87,G,8.81,G,0.44,G,1
1465,california dried fig,3.3,G,63.9,G,0.92,G,1
1466,unsweetened grape juice,0.37,G,14.8,G,0.13,G,1
1467,cooked tri-colored pastum,14.3,G,73.2,G,1.79,G,1
1468,chicken bouillon concentrate,0.64,G,0.44,G,0.21,G,1
1469,lean ground veal,18.6,G,0.0,G,13.1,G,1
1470,cool whip,1.25,G,23.0,G,25.3,G,1
1471,red bean paste,6.22,G,50.0,G,0.47,G,1
1472,shoulder lamb chop,22.3,G,0.0,G,19.8,G,1
1473,mixed candied peel,0.34,G,82.7,G,0.07,G,1
1474,vegetable juice,0.83,G,5.0,G,0.0,G,1
1475,cherries in juice,0.31,G,13.7,G,0.54,G,1
1476,chinese black mushroom,4.05,G,45.4,G,0.38,G,1
1477,sweet dessert wine,0.2,G,13.7,G,0.0,G,1
1478,king crab meat,18.3,G,0.0,G,0.6,G,1
1479,liquid gravy browner,0.0,G,2.1,G,0.0,G,1
1480,new mexico pepper,0.0,G,100,G,0.0,G,1
1481,dried banana piece,3.89,G,88.3,G,1.81,G,1
1482,light coconut cream,2.96,G,3.66,G,19.1,G,1
1483,powdered chipotle pepper,1.82,G,13.2,G,15.2,G,1
1484,colored sugar sprinkle,0.0,G,100,G,0.0,G,1
1485,crab claw meat,18.3,G,0.0,G,0.7,G,1
1486,thai chili paste,0.0,G,0.0,G,0.0,G,1
1487,italian salad mix,0.48,G,6.55,G,9.93,G,1
1488,pear,0.36,G,15.2,G,0.14,G,1
1489,hot mustard,50.0,G,50.0,G,0.0,G,1
1490,cool ranch dorito,7.06,G,67.4,G,20.6,G,1
1491,light vanilla soymilk,2.47,G,4.12,G,0.82,G,1
1492,cooked jasmine rice,1.78,G,23.9,G,0.2,G,1
1493,chocolate cookie crumb,4.78,G,70.2,G,21.5,G,1
1494,orange sweet potato,7.41,G,45.2,G,2.84,G,1
1495,pita pocket,11.8,G,68.3,G,15.2,G,1
1496,baby green pea,3.27,G,8.36,G,0.43,G,1
1497,powdered sugar icing,0.0,G,99.8,G,0.0,G,1
1498,unsweetened pineapple slice,1.3,G,44.3,G,0.1,G,1
1499,small white potato,24.5,G,0,0,1.32,G,1
1500,thai curry paste,0.8,G,6.5,G,1.06,G,1
1501,spanish rice mix,10.6,G,76.4,G,1.62,G,1
1502,bean thread noodle,0.0,G,85.7,G,0.0,G,1
1503,white baking bar,2.1,G,21.1,G,0.15,G,1
1504,refrigerated bread dough,6.79,G,49.0,G,11.2,G,1
1505,turkey kielbasa,13.1,G,3.9,G,17.6,G,1
1506,ground celery seed,18.1,G,41.4,G,25.3,G,1
1507,tamarind soup mix,2.8,G,62.5,G,0.6,G,1
1508,fruit loops cereal,5.3,G,88.0,G,3.4,G,1
1509,unsalted shelled pistachio,20.4,G,27.4,G,47.4,G,1
1510,whey protein powder,73.7,G,15.8,G,5.26,G,1
1511,peanut butter morsel,18.3,G,46.9,G,29.8,G,1
1512,stuffing,3.14,G,21.7,G,8.51,G,1
1513,brewed green tea,0.22,G,0.0,G,0.0,G,1
1514,buttered bread crumb,13.4,G,72.0,G,5.3,G,1
1515,oat,13.2,G,67.7,G,6.52,G,1
1516,condensed milk,8.2,G,56.8,G,7.5,G,1
1517,garlic sea salt,0.0,G,0.0,G,0.0,G,1
1518,dried black fig,3.3,G,63.9,G,0.92,G,1
1519,chinese pea pod,2.8,G,7.55,G,0.2,G,1
1520,goat milk yogurt,3.56,G,4.45,G,4.14,G,1
1521,baby red potato,1.0,G,11.7,G,0.1,G,1
1522,graham wafer crust,5.1,G,64.3,G,24.8,G,1
1523,banana pepper ring,0.0,G,7.14,G,0.0,G,1
1524,cooked corkscrew macaroni,4.53,G,26.6,G,0.11,G,1
1525,mahi mahi steak,3.53,G,0.0,G,0.59,G,1
1526,halibut fillet,18.6,G,0.0,G,1.33,G,1
1527,shoe peg corn,1.6,G,16.8,G,0.4,G,1
1528,strawberry jelly,0.0,G,70.0,G,0.0,G,1
1529,cooked farfalle pastum,20.4,G,7.26,G,4.59,G,1
1530,filet mignon steak,15.2,G,0.0,G,15.2,G,1
1531,green chili paste,0.72,G,4.6,G,0.27,G,1
1532,banana syrup,3.89,G,88.3,G,1.81,G,1
1533,baby bella mushroom,2.35,G,4.71,G,0.0,G,1
1534,green tea powder,50.0,G,50.0,G,0.0,G,1
1535,atkins baking mix,5.5,G,35.5,G,12.7,G,1
1536,fruit-fresh produce protector,0.0,G,100,G,0.0,G,1
1537,prosciutto di parma,26.7,G,0.0,G,11.7,G,1
1538,dried garlic flake,76.9,G,4.17,G,0.04,G,1
1539,banana bread mix,6.25,G,81.2,G,0.0,G,1
1540,refrigerated dinner roll,10.4,G,28.5,G,4.51,G,1
1541,passion fruit nectar,0.16,G,17.4,G,0.06,G,1
1542,chocolate graham cracker,4.0,G,66.8,G,25.8,G,1
1543,unsweetened plain yogurt,2.64,G,9.69,G,1.76,G,1
1544,dried fava bean,7.06,G,18.3,G,6.88,G,1
1545,pork rib chop,25.8,G,0.0,G,8.36,G,1
1546,fresh jalapeno pepper,8.98,G,16.4,G,15.6,G,1
1547,white chocolate curl,5.87,G,59.2,G,32.1,G,1
1548,beef stock granule,1.97,G,1.2,G,0.09,G,1
1549,pepperoncini pepper juice,0.67,G,6.67,G,0.0,G,1
1550,cheese-filled egg tortellini,10.4,G,36.2,G,5.56,G,1
1551,old english cheese,9.59,G,42.1,G,3.31,G,1
1552,salad green,1.61,G,2.93,G,0.22,G,1
1553,pork stew meat,22.3,G,0.0,G,4.02,G,1
1554,ricotta cheese,9.68,G,4.84,G,11.3,G,1
1555,dole coleslaw,0.85,G,22.4,G,34.5,G,1
1556,english seedless cucumber,0.52,G,7.2,G,0.09,G,1
1557,very strong coffee,7.5,G,86.8,G,1.5,G,1
1558,scotch bonnet pepper,0.0,G,0.0,G,0.0,G,1
1559,white chocolate sauce,5.87,G,59.2,G,32.1,G,1
1560,mesquite deli turkey,14.8,G,2.2,G,3.77,G,1
1561,ritz cracker,6.64,G,61.3,G,26.4,G,1
1562,mild red onion,0.94,G,9.93,G,0.1,G,1
1563,french haricots vert,2.35,G,7.06,G,0.0,G,1
1564,loin veal chop,28.0,G,0.16,G,9.48,G,1
1565,light muscovado sugar,3.54,G,26.8,G,5.74,G,1
1566,whole grain oat,9.26,G,38.6,G,19.0,G,1
1567,bearnaise sauce mix,28.6,G,57.1,G,28.6,G,1
1568,balsamic vinegar,0.0,G,73.3,G,0.0,G,1
1569,rice bran oil,0.0,G,0.0,G,100,G,1
1570,black mission fig,2.5,G,72.5,G,0.0,G,1
1571,pork steak,23.0,G,0.06,G,15.9,G,1
1572,beef t-bone steak,22.1,G,0.0,G,7.27,G,1
1573,turkey stuffing mix,10.7,G,75.0,G,3.57,G,1
1574,lean lamb,23.8,G,0.0,G,18.1,G,1
1575,rib eye steak,18.7,G,0.2,G,18.4,G,1
1576,swiss chard leaf,1.8,G,3.74,G,0.2,G,1
1577,thai green chili,0.72,G,4.6,G,0.27,G,1
1578,mccormick grill seasoning,22.3,G,2.37,G,5.81,G,1
1579,chopped maple walnut,0.0,G,0.0,G,100,G,1
1580,firm white fish,16.8,G,0.0,G,2.32,G,1
1581,jalapeno jack cheese,28.6,G,3.57,G,0.0,G,1
1582,stone-ground white cornmeal,11.0,G,77.1,G,5.04,G,1
1583,frito corn chip,6.17,G,57.3,G,33.4,G,1
1584,fish fillet,18.1,G,8.18,G,10.0,G,1
1585,alfredo sauce mix,18.2,G,63.6,G,0.0,G,1
1586,freezer jam pectin,0.0,G,100,G,0.0,G,1
1587,fillets of sole,12.4,G,0.0,G,1.93,G,1
1588,salted macadamia nut,7.91,G,13.8,G,75.8,G,1
1589,caramel topping,2.86,G,45.7,G,48.6,G,1
1590,celery & top,0.0,G,3.64,G,0.0,G,1
1591,smoked haddock fillet,25.2,G,0.0,G,0.96,G,1
1592,green curry paste,2.33,G,20.9,G,5.81,G,1
1593,chocolate chunk,4.62,G,29.2,G,12.3,G,1
1594,"oranges, rind of",61.3,G,0.0,G,31.3,G,1
1595,dried shredded coconut,2.88,G,47.7,G,35.5,G,1
1596,dry white bean,24.5,G,0,0,1.32,G,1
1597,adolph's meat tenderizer,0.0,G,66.7,G,0.0,G,1
1598,red clover blossom,0.0,G,81.0,G,0.0,G,1
1599,brewed decaffeinated coffee,0.1,G,0.0,G,0.0,G,1
1600,dried shrimp paste,51.7,G,0.0,G,3.44,G,1
1601,white clover blossom,0.0,G,81.0,G,0.0,G,1
1602,whole cardamom pod,10.8,G,68.5,G,6.7,G,1
1603,tom kha paste,0.7,G,4.2,G,5.59,G,1
1604,beef stock,0.83,G,0.42,G,0.0,G,1
1605,chocolate piece,12.5,G,59.9,G,24.8,G,1
1606,pork rib rack,22.3,G,0.0,G,3.57,G,1
1607,creme de banane,0.0,G,41.6,G,0.3,G,1
1608,salsa con queso,3.23,G,9.68,G,9.68,G,1
1609,hot sauce,0.0,G,0.0,G,0.0,G,1
1610,frozen sweetened raspberry,0.7,G,26.2,G,0.16,G,1
1611,chicken stock cube,2.52,G,3.53,G,1.2,G,1
1612,dried guajillo chily,0.0,G,75.0,G,0.0,G,1
1613,dry basil leaf,7.61,G,75.0,G,8.36,G,1
1614,mexican cheese,23.5,G,1.75,G,28.5,G,1
1615,lean ground buffalo,18.0,G,0.44,G,16.0,G,1
1616,brown sugar twin,0.12,G,98.1,G,0.0,G,1
1617,frozen pizza dough,8.73,G,50.7,G,9.98,G,1
1618,sweetened cocoa powder,19.6,G,57.9,G,13.7,G,1
1619,desiccated unsweetened coconut,5.3,G,21.5,G,69.1,G,1
1620,instant beef bouillon,1.14,G,0.04,G,0.22,G,1
1621,fresh shiitake mushroom,2.41,G,8.17,G,0.195,G,1
1622,frozen brussels sprout,3.78,G,7.86,G,0.41,G,1
1623,white vanilla chip,5.0,G,71.4,G,18.2,G,1
1624,strawberry pie filling,0.1,G,26.1,G,0.1,G,1
1625,roasted garlic clove,5.97,G,65.5,G,13.0,G,1
1626,seedless raspberry jam,0.0,G,53.3,G,0.0,G,1
1627,herbed feta cheese,14.2,G,3.88,G,21.5,G,1
1628,graham cracker,4.76,G,57.1,G,28.6,G,1
1629,milk chocolate kis,3.39,G,13.5,G,0.0,G,1
1630,baker's german's chocolate,3.85,G,51.5,G,21.9,G,1
1631,vanilla square,3.64,G,77.4,G,15.6,G,1
1632,dried wild mushroom,9.58,G,75.4,G,0.99,G,1
1633,ortega taco seasoning,16.7,G,50.0,G,0.0,G,1
1634,whipped topping,1.25,G,23.0,G,25.3,G,1
1635,fresh green chily,0.72,G,4.6,G,0.27,G,1
1636,black cardamom pod,10.8,G,68.5,G,6.7,G,1
1637,hard alcoholic cider,0.0,G,5.92,G,0.0,G,1
1638,blackened steak seasoning,0.0,G,0.0,G,0.0,G,1
1639,3 bean mix,2.6,G,77.8,G,12.8,G,1
1640,soy protein powder,55.6,G,28.9,G,5.56,G,1
1641,orange jelly powder,0.0,G,98.9,G,0.0,G,1
1642,toblerone chocolate bar,5.6,G,0,0,29.5,G,1
1643,converted white rice,6.5,G,25.2,G,4.21,G,1
1644,peanut butter cookie,5.88,G,58.8,G,22.4,G,1
1645,canned mushroom slice,1.26,G,5.47,G,2.71,G,1
1646,chocolate chip cookie,18.2,G,42.4,G,33.3,G,1
1647,assorted fresh vegetable,1.42,G,3.76,G,0.2,G,1
1648,mixed grain bread,13.4,G,43.3,G,4.23,G,1
1649,taco seasoning,0.0,G,0.0,G,0.0,G,1
1650,crisp salad green,1.61,G,2.93,G,0.22,G,1
1651,red onion ring,5.29,G,41.0,G,22.2,G,1
1652,peanut butter kiss,22.5,G,22.3,G,51.1,G,1
1653,peach baby food,0.5,G,11.8,G,0.2,G,1
1654,unbaked tart shell,2.97,G,51.1,G,25.5,G,1
1655,salted sunflower seed,19.1,G,23.8,G,49.2,G,1
1656,hickory smoked bacon,29.4,G,0.0,G,41.2,G,1
1657,laughing cow cheese,14.3,G,4.76,G,7.14,G,1
1658,lemon-lime soda,0.09,G,10.4,G,0.0,G,1
1659,frozen apple,0.51,G,41.0,G,0.37,G,1
1660,pork back rib,16.4,G,13.6,G,12.1,G,1
1661,chocolate kis,5.42,G,51.0,G,22.7,G,1
1662,chocolate ripple biscuit,10.0,G,51.1,G,22.5,G,1
1663,southwest chipotle seasoning,0.99,G,32.0,G,0.29,G,1
1664,light vegetable oil,2.04,G,13.6,G,15.2,G,1
1665,blade steak,17.4,G,0.0,G,12.4,G,1
1666,noodles and sauce,11.4,G,16.2,G,8.41,G,1
1667,packaged coleslaw mix,3.13,G,51.8,G,28.0,G,1
1668,sweet baking chocolate,2.27,G,37.4,G,9.39,G,1
1669,char siu sauce,0,0,59.5,G,0.0,G,1
1670,whole grain oatmeal,9.26,G,38.6,G,19.0,G,1
1671,large shelled prawn,6.5,G,56.2,G,28.6,G,1
1672,red jalapeno jelly,0.15,G,70.0,G,0.02,G,1
1673,frozen chopped onion,0.79,G,6.82,G,0.1,G,1
1674,fruit gelatin,1.01,G,4.04,G,0.0,G,1
1675,bread pizza crust,7.36,G,37.9,G,12.1,G,1
1676,idaho baking potato,1.95,G,21.4,G,0.1,G,1
1677,bittersweet dark chocolate,4.5,G,60.2,G,33.2,G,1
1678,shredded bran cereal,9.65,G,81.2,G,2.9,G,1
1679,milk chocolate piece,3.39,G,13.5,G,0.0,G,1
1680,ature chocolate egg,4.33,G,71.2,G,21.1,G,1
1681,sirloin strip steak,28.9,G,0.14,G,7.34,G,1
1682,lean pork roast,26.9,G,0.0,G,14.5,G,1
1683,sweet bell pepper,0.86,G,4.64,G,0.17,G,1
1684,darjeeling tea bag,0.0,G,0.0,G,0.0,G,1
1685,peppermint tea bag,0.0,G,0.42,G,0.0,G,1
1686,dry red pepper,1.01,G,6.09,G,2.94,G,1
1687,chocolate candy melt,14.5,G,36.4,G,14.4,G,1
1688,blade pot roast,30.4,G,0.0,G,11.1,G,1
1689,prune baby food,1.0,G,23.5,G,0.2,G,1
1690,green cardamom seed,10.8,G,68.5,G,6.7,G,1
1691,chocolate pound cake,5.42,G,61.4,G,18.3,G,1
1692,golden sultana raisin,3.28,G,80.0,G,0.2,G,1
1693,real vanilla extract,0.06,G,12.6,G,0.06,G,1
1694,sweetened coconut milk,0.21,G,9.07,G,0.02,G,1
1695,puffed wheat cereal,5.26,G,89.5,G,1.32,G,1
1696,canned italian tomato,0.78,G,3.37,G,2.79,G,1
1697,split red lentil,23.9,G,63.1,G,2.17,G,1
1698,bengal gram dal,20.5,G,63.0,G,6.04,G,1
1699,multicolored sugar nonpareil,0.0,G,99.4,G,0.31,G,1
1700,skim milk buttermilk,3.31,G,4.79,G,1.07,G,1
1701,rainbow chocolate chip,4.0,G,72.0,G,7.0,G,1
1702,white candy coating,1.16,G,87.8,G,0.24,G,1
1703,cod,12.4,G,5.29,G,2.94,G,1
1704,cream,2.96,G,3.66,G,19.1,G,1
1705,german chocolate bar,3.85,G,51.5,G,21.9,G,1
1706,sesame seed paste,18.1,G,24.0,G,50.9,G,1
1707,dried coriander leaf,21.9,G,52.1,G,4.78,G,1
1708,cocoa powder,25.0,G,50.0,G,12.5,G,1
1709,salt cod fish,62.8,G,0.0,G,2.37,G,1
1710,canned flaked ham,16.1,G,0.26,G,18.8,G,1
1711,small white bean,24.5,G,0,0,1.32,G,1
1712,black greek olife,8.9,G,22.4,G,4.29,G,1
1713,sirloin tip steak,8.36,G,7.44,G,5.72,G,1
1714,rag pasta sauce,5.86,G,19.2,G,2.58,G,1
1715,dark chocolate,13.2,G,39.5,G,42.1,G,1
1716,bourbon grilling sauce,19.0,G,7.28,G,15.5,G,1
1717,corn flake,7.5,G,84.1,G,0.4,G,1
1718,vanilla,1.05,G,82.2,G,5.45,G,1
1719,banana baby food,0.4,G,17.8,G,0.2,G,1
1720,carrot baby food,0.6,G,5.23,G,0.3,G,1
1721,plum baby food,0.1,G,20.5,G,0.0,G,1
1722,vegan powdered sugar,0.0,G,99.8,G,0.0,G,1
1723,hot dog,19.3,G,1.75,G,14.0,G,1
1724,sunflower seed butter,28.1,G,25.0,G,37.5,G,1
1725,walla walla onion,9.52,G,66.7,G,11.9,G,1
1726,hundreds and thousand,1.09,G,14.6,G,35.1,G,1
1727,beet,0.8,G,16.3,G,0.08,G,1
1728,raw brown sugar,0.12,G,98.1,G,0.0,G,1
1729,chocolate malt powder,0.0,G,93.0,G,0.0,G,1
1730,strawberry,0.71,G,13.5,G,5.67,G,1
1731,vanilla extract,0.06,G,12.6,G,0.06,G,1
1732,cocoa pebbles cereal,4.8,G,85.7,G,4.1,G,1
1733,whole wheat penne,10.2,G,48.9,G,1.53,G,1
1734,pecan cake frosting,3.63,G,60.3,G,15.9,G,1
1735,dry pinto bean,23.7,G,0,0,1.24,G,1
1736,medium pasta shell,6.5,G,56.2,G,28.6,G,1
1737,chocolate protein powder,47.6,G,43.9,G,3.57,G,1
1738,light ricotta cheese,8.06,G,4.84,G,4.03,G,1
1739,dried pasilla pepper,12.4,G,51.1,G,15.8,G,1
1740,unsweetened dark chocolate,0.46,G,1.48,G,1.0,G,1
1741,tasty cheese,16.1,G,8.85,G,23.1,G,1
1742,hard goat cheese,30.5,G,2.17,G,35.6,G,1
1743,sharp american cheese,16.1,G,8.85,G,23.1,G,1
1744,sweet chocolate square,3.64,G,77.4,G,15.6,G,1
1745,date bread mix,2.45,G,75.0,G,0.39,G,1
1746,sweet brown rice,6.52,G,24.2,G,4.49,G,1
1747,instant decaffeinated coffee,11.6,G,76.0,G,0.2,G,1
1748,dried red bean,7.25,G,19.4,G,6.86,G,1
1749,cherry ice cream,3.24,G,39.9,G,14.5,G,1
1750,dried pink bean,8.42,G,25.9,G,6.96,G,1
1751,french onion dip,0.0,G,7.14,G,5.36,G,1
1752,chocolate mousse mix,3.5,G,29.6,G,15.4,G,1
1753,sun-dried tomato puree,14.1,G,55.8,G,2.97,G,1
1754,white poppy seed,0.92,G,23.7,G,33.3,G,1
1755,chocolate crumb crust,6.08,G,64.5,G,22.4,G,1
1756,chocolate bit,32.0,G,28.6,G,25.9,G,1
1757,mandarin orange piece,0.81,G,13.3,G,0.31,G,1
1758,non-dairy whipping cream,0.82,G,12.9,G,2.49,G,1
1759,white chocolate wafer,6.6,G,72.7,G,14.2,G,1
1760,bone-in pork roast,25.8,G,0.0,G,7.96,G,1
1761,red pearl onion,0.7,G,6.49,G,2.58,G,1
1762,after dinner mint,0.0,G,93.3,G,0,0,1
1763,milk chocolate melt,14.5,G,36.4,G,14.4,G,1
1764,pumpkin pie mix,1.11,G,28.9,G,0.0,G,1
1765,quick oat,13.7,G,68.2,G,6.87,G,1
1766,chocolate leaf,7.61,G,75.0,G,8.36,G,1
1767,mexican hot sauce,0.0,G,0.0,G,0.0,G,1
1768,light fudge topping,3.72,G,31.9,G,11.2,G,1
1769,frosted -wheats cereal,4.3,G,91.3,G,0.4,G,1
1770,mild green chily,0.72,G,4.6,G,0.27,G,1
1771,evaporated milk,6.67,G,10.0,G,6.67,G,1
1772,dried celery flake,76.9,G,4.17,G,0.04,G,1
1773,bittersweet baking chocolate,6.67,G,46.7,G,40.0,G,1
1774,dark baking chocolate,4.5,G,60.2,G,33.2,G,1
1775,lamb rib chop,22.0,G,0.0,G,29.3,G,1
1776,apricot preserve,0.0,G,65.0,G,0.0,G,1
1777,orange marmalade,0.0,G,65.0,G,0.0,G,1
1778,bread,5.88,G,51.8,G,7.06,G,1
1779,honey mustard sauce,1.76,G,25.3,G,17.9,G,1
1780,ranch dip mix,0.0,G,55.6,G,0.0,G,1
1781,crescent roll,7.14,G,42.9,G,17.9,G,1
1782,pita bread round,9.1,G,55.7,G,1.2,G,1
1783,wolfchili,0,0,0,0,0,0,1
1784,dry dill weed,3.46,G,7.02,G,1.12,G,1
1785,racks of lamb,19.9,G,0.05,G,9.96,G,1
1786,canned corn kernel,2.6,G,14.0,G,0.49,G,1
1787,neapolitan ice cream,3.12,G,23.4,G,9.38,G,1
1788,sea bass steak,11.0,G,4.02,G,10.6,G,1
1789,green serrano chily,1.74,G,6.7,G,0.44,G,1
1790,fresh pork hock,19.1,G,0.0,G,10.5,G,1
1791,smoked pork shoulder,23.1,G,0.0,G,21.2,G,1
1792,bittersweet chocolate piece,12.5,G,59.9,G,24.8,G,1
1793,puffed corn cereal,3.34,G,87.2,G,3.5,G,1
1794,red hot pepper,1.87,G,8.81,G,0.44,G,1
1795,frozen dough roll,10.8,G,51.9,G,2.42,G,1
1796,canned pineapple juice,0.44,G,12.2,G,0.12,G,1
1797,red snapper fillet,20.5,G,0.0,G,1.34,G,1
1798,swiss brown mushroom,2.5,G,4.3,G,0.1,G,1
1799,wheat bran flake,10.2,G,81.6,G,2.5,G,1
1800,pork butt steak,17.4,G,0.0,G,12.4,G,1
1801,fresh red raspberry,0.7,G,26.2,G,0.16,G,1
1802,fillet of sole,12.4,G,0.0,G,1.93,G,1
1803,light peach yogurt,0.9,G,17.6,G,0.18,G,1
1804,pork shoulder steak,17.4,G,0.0,G,12.4,G,1
1805,raw spinach leaf,2.86,G,3.63,G,0.39,G,1
1806,dried red pepper,17.9,G,68.7,G,3.0,G,1
1807,fresh parsley sprig,2.97,G,6.33,G,0.79,G,1
1808,mild chili pepper,3.14,G,11.1,G,9.51,G,1
1809,vegetarian chili,3.89,G,12.7,G,2.47,G,1
1810,nonstick spray coating,18.8,G,11.6,G,2.62,G,1
1811,marbled rye bread,8.5,G,48.3,G,3.3,G,1
1812,sweet pepper,0.86,G,4.64,G,0.17,G,1
1813,barbecue potato chip,6.51,G,55.9,G,31.1,G,1
1814,ature corn cob,3.28,G,23.5,G,0.78,G,1
1815,purple seedless grape,0.5,G,10.3,G,0.11,G,1
1816,sweet white onion,10.9,G,22.5,G,2.37,G,1
1817,yellow curry paste,10.0,G,20.0,G,0.0,G,1
1818,orange roughy fillet,16.4,G,0.0,G,0.7,G,1
1819,chunky marinara sauce,7.44,G,19.6,G,5.61,G,1
1820,roast chicken seasoning,26.7,G,0.0,G,6.33,G,1
1821,pork tenderloin steak,26.9,G,0.0,G,4.33,G,1
1822,plain sweet biscuit,14.2,G,29.1,G,14.7,G,1
1823,passion fruit pulp,3.09,G,4.12,G,0.0,G,1
1824,tomatoes in puree,1.65,G,8.98,G,0.21,G,1
1825,emeril's essence,1.61,G,10.5,G,2.42,G,1
1826,frozen breaded okra,1.69,G,6.63,G,0.25,G,1
1827,vanilla soymilk,2.47,G,4.12,G,1.44,G,1
1828,whole wheat toast,11.1,G,66.7,G,5.56,G,1
1829,canned pink salmon,19.7,G,0.0,G,4.97,G,1
1830,dark karo syrup,0.0,G,77.6,G,0.0,G,1
1831,vegetable stock,0.0,G,1.22,G,0.0,G,1
1832,sweet yellow onion,0.83,G,8.61,G,0.05,G,1
1833,frozen whole okra,1.69,G,6.63,G,0.25,G,1
1834,sweet smoked paprika,14.1,G,54.0,G,12.9,G,1
1835,taro,2.3,G,68.1,G,24.9,G,1
1836,dried lima bean,7.25,G,19.4,G,6.86,G,1
1837,instant tea powder,20.2,G,58.7,G,0.0,G,1
1838,sweetened lime juice,0.0,G,40.0,G,0.0,G,1
1839,imitation crab stick,4.12,G,8.58,G,16.3,G,1
1840,herb stuffing mix,11.0,G,76.2,G,3.4,G,1
1841,za'atar spice mix,0.0,G,0.0,G,0.0,G,1
1842,flat iron steak,22.5,G,0.96,G,5.14,G,1
1843,tofutti sour cream,2.4,G,6.63,G,19.5,G,1
1844,tomato juice,0.83,G,4.17,G,0.0,G,1
1845,cooked basmati rice,1.78,G,23.9,G,0.2,G,1
1846,dark rye bread,7.5,G,40.0,G,2.5,G,1
1847,mixed fresh herb,18.9,G,0.0,G,3.69,G,1
1848,vegetarian bacon bit,32.0,G,28.6,G,25.9,G,1
1849,fresh lump crabmeat,13.3,G,1.67,G,0.42,G,1
1850,mesquite wood chip,16.8,G,2.25,G,0.39,G,1
1851,dried black fungu,24.1,G,9.58,G,59.3,G,1
1852,brown bean sauce,6.52,G,24.2,G,4.49,G,1
1853,dry thyme leaf,5.56,G,24.4,G,1.68,G,1
1854,white cheese dip,9.38,G,3.12,G,21.9,G,1
1855,green pepper ring,0.88,G,4.68,G,2.81,G,1
1856,vanilla tea bag,0.0,G,0.2,G,0.0,G,1
1857,hawaiian sweet bread,8.7,G,50.0,G,7.61,G,1
